"ensembl_id_original","ensembl_id_clean","gene_symbol","gene_biotype","description","has_symbol","is_protein_coding"
"ENSG00000234481","ENSG00000234481","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000117862","ENSG00000117862","TXNDC12","protein_coding","thioredoxin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:24626]",TRUE,TRUE
"ENSG00000235612","ENSG00000235612","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000228369","ENSG00000228369","TXNDC12-AS1","lncRNA","TXNDC12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30008]",TRUE,FALSE
"ENSG00000227485","ENSG00000227485","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000224609","ENSG00000224609","FGGY-DT","lncRNA","FGGY divergent transcript [Source:HGNC Symbol;Acc:HGNC:55265]",TRUE,FALSE
"ENSG00000235545","ENSG00000235545","DOCK7-DT","lncRNA","DOCK7 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55670]",TRUE,FALSE
"ENSG00000236646","ENSG00000236646","LAMTOR5P1","processed_pseudogene","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31854]",TRUE,FALSE
"ENSG00000232198","ENSG00000232198","MTCO2P34","processed_pseudogene","MT-CO2 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:52316]",TRUE,FALSE
"ENSG00000238063","ENSG00000238063","LINC01685","lncRNA","long intergenic non-protein coding RNA 1685 [Source:HGNC Symbol;Acc:HGNC:52473]",TRUE,FALSE
"ENSG00000227104","ENSG00000227104","PIGQP1","transcribed_unprocessed_pseudogene","phosphatidylinositol glycan anchor biosynthesis class Q pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45157]",TRUE,FALSE
"ENSG00000243725","ENSG00000243725","TTC4","protein_coding","tetratricopeptide repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12394]",TRUE,TRUE
"ENSG00000171872","ENSG00000171872","KLF17","protein_coding","KLF transcription factor 17 [Source:HGNC Symbol;Acc:HGNC:18830]",TRUE,TRUE
"ENSG00000162407","ENSG00000162407","PLPP3","protein_coding","phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]",TRUE,TRUE
"ENSG00000285079","ENSG00000285079","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000163877","ENSG00000163877","SNIP1","protein_coding","Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587]",TRUE,TRUE
"ENSG00000228929","ENSG00000228929","RPS13P2","processed_pseudogene","ribosomal protein S13 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36364]",TRUE,FALSE
"ENSG00000224570","ENSG00000224570","","processed_pseudogene","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11) (GALNT11) pseudogene",FALSE,FALSE
"ENSG00000224980","ENSG00000224980","RPL23AP85","processed_pseudogene","ribosomal protein L23a pseudogene 85 [Source:HGNC Symbol;Acc:HGNC:51576]",TRUE,FALSE
"ENSG00000278967","ENSG00000278967","","TEC","novel transcript",FALSE,FALSE
"ENSG00000157184","ENSG00000157184","CPT2","protein_coding","carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330]",TRUE,TRUE
"ENSG00000198815","ENSG00000198815","FOXJ3","protein_coding","forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178]",TRUE,TRUE
"ENSG00000134744","ENSG00000134744","TUT4","protein_coding","terminal uridylyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:28981]",TRUE,TRUE
"ENSG00000233910","ENSG00000233910","GTF2F2P2","processed_pseudogene","general transcription factor IIF subunit 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39092]",TRUE,FALSE
"ENSG00000287703","ENSG00000287703","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000283039","ENSG00000283039","KLF18","protein_coding","KLF transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:51793]",TRUE,TRUE
"ENSG00000229032","ENSG00000229032","","processed_pseudogene","40s ribosomal protein S26 (RPS26) pseudogene",FALSE,FALSE
"ENSG00000229294","ENSG00000229294","DNAJC6-AS1","lncRNA","DNAJC6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58071]",TRUE,FALSE
"ENSG00000234088","ENSG00000234088","RPS15AP7","processed_pseudogene","ribosomal protein S15a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:35648]",TRUE,FALSE
"ENSG00000236973","ENSG00000236973","GAPDHP51","processed_pseudogene","glyceraldehyde 3 phosphate dehydrogenase pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:38557]",TRUE,FALSE
"ENSG00000277397","ENSG00000277397","","unprocessed_pseudogene","carnitine palmitoyltransferase 2 (CPT2) pseudogene",FALSE,FALSE
"ENSG00000235446","ENSG00000235446","LINC02791","lncRNA","long intergenic non-protein coding RNA 2791 [Source:HGNC Symbol;Acc:HGNC:54315]",TRUE,FALSE
"ENSG00000162385","ENSG00000162385","MAGOH","protein_coding","mago homolog, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:6815]",TRUE,TRUE
"ENSG00000234264","ENSG00000234264","DEPDC1-AS1","lncRNA","DEPDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50592]",TRUE,FALSE
"ENSG00000223883","ENSG00000223883","LINC01707","lncRNA","long intergenic non-protein coding RNA 1707 [Source:HGNC Symbol;Acc:HGNC:52495]",TRUE,FALSE
"ENSG00000237227","ENSG00000237227","","processed_pseudogene","ribosomal protein L36 (RPL36) pseudogene",FALSE,FALSE
"ENSG00000275350","ENSG00000275350","","processed_pseudogene","tubulin, beta 3 class III (TUBB3) pseudogene",FALSE,FALSE
"ENSG00000116652","ENSG00000116652","DLEU2L","lncRNA","deleted in lymphocytic leukemia 2 like [Source:HGNC Symbol;Acc:HGNC:13225]",TRUE,FALSE
"ENSG00000123080","ENSG00000123080","CDKN2C","protein_coding","cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]",TRUE,TRUE
"ENSG00000285778","ENSG00000285778","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000233407","ENSG00000233407","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000225675","ENSG00000225675","LRP8-DT","lncRNA","LRP8 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52561]",TRUE,FALSE
"ENSG00000237622","ENSG00000237622","ELOCP18","processed_pseudogene","elongin C pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:38154]",TRUE,FALSE
"ENSG00000162598","ENSG00000162598","C1orf87","protein_coding","chromosome 1 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:28547]",TRUE,TRUE
"ENSG00000280317","ENSG00000280317","","TEC","TEC",FALSE,FALSE
"ENSG00000162415","ENSG00000162415","ZSWIM5","protein_coding","zinc finger SWIM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:29299]",TRUE,TRUE
"ENSG00000162600","ENSG00000162600","OMA1","protein_coding","OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]",TRUE,TRUE
"ENSG00000116704","ENSG00000116704","SLC35D1","protein_coding","solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]",TRUE,TRUE
"ENSG00000157193","ENSG00000157193","LRP8","protein_coding","LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]",TRUE,TRUE
"ENSG00000116205","ENSG00000116205","TCEANC2","protein_coding","transcription elongation factor A N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26494]",TRUE,TRUE
"ENSG00000198841","ENSG00000198841","KTI12","protein_coding","KTI12 chromatin associated homolog [Source:HGNC Symbol;Acc:HGNC:25160]",TRUE,TRUE
"ENSG00000234204","ENSG00000234204","PIGPP2","processed_pseudogene","phosphatidylinositol glycan anchor biosynthesis class P pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45154]",TRUE,FALSE
"ENSG00000233099","ENSG00000233099","AK5-AS1","lncRNA","AK5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40069]",TRUE,FALSE
"ENSG00000233994","ENSG00000233994","GDI2P2","processed_pseudogene","GDP dissociation inhibitor 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37976]",TRUE,FALSE
"ENSG00000233973","ENSG00000233973","LINC01360","lncRNA","long intergenic non-protein coding RNA 1360 [Source:HGNC Symbol;Acc:HGNC:50593]",TRUE,FALSE
"ENSG00000132854","ENSG00000132854","KANK4","protein_coding","KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]",TRUE,TRUE
"ENSG00000227556","ENSG00000227556","","unprocessed_pseudogene","pseudogene fragment similar to putative dimethyladenosine transferase (HSA9761)",FALSE,FALSE
"ENSG00000162607","ENSG00000162607","USP1","protein_coding","ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]",TRUE,TRUE
"ENSG00000285954","ENSG00000285954","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000233333","ENSG00000233333","RNFT1P2","processed_pseudogene","ring finger protein, transmembrane 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44388]",TRUE,FALSE
"ENSG00000154027","ENSG00000154027","AK5","protein_coding","adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]",TRUE,TRUE
"ENSG00000234108","ENSG00000234108","COX6A1P1","processed_pseudogene","COX6A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2278]",TRUE,FALSE
"ENSG00000232676","ENSG00000232676","ADH5P2","processed_pseudogene","ADH5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:22976]",TRUE,FALSE
"ENSG00000225167","ENSG00000225167","TXNP2","processed_pseudogene","thioredoxin pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49482]",TRUE,FALSE
"ENSG00000213579","ENSG00000213579","RPL29P5","processed_pseudogene","ribosomal protein L29 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36786]",TRUE,FALSE
"ENSG00000137960","ENSG00000137960","GIPC2","protein_coding","GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177]",TRUE,TRUE
"ENSG00000237852","ENSG00000237852","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000116745","ENSG00000116745","RPE65","protein_coding","retinoid isomerohydrolase RPE65 [Source:HGNC Symbol;Acc:HGNC:10294]",TRUE,TRUE
"ENSG00000132855","ENSG00000132855","ANGPTL3","protein_coding","angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491]",TRUE,TRUE
"ENSG00000285407","ENSG00000285407","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000270549","ENSG00000270549","","processed_pseudogene","ubiquitin A-52 residue ribosomal protein fusion product 1 (UBA52) pseudogene",FALSE,FALSE
"ENSG00000237163","ENSG00000237163","","processed_pseudogene","novel pseudogene",FALSE,FALSE
"ENSG00000229636","ENSG00000229636","KRT8P21","processed_pseudogene","keratin 8 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:33373]",TRUE,FALSE
"ENSG00000116675","ENSG00000116675","DNAJC6","protein_coding","DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]",TRUE,TRUE
"ENSG00000162433","ENSG00000162433","AK4","protein_coding","adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]",TRUE,TRUE
"ENSG00000213625","ENSG00000213625","LEPROT","protein_coding","leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:HGNC:29477]",TRUE,TRUE
"ENSG00000227207","ENSG00000227207","RPL31P12","processed_pseudogene","ribosomal protein L31 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35546]",TRUE,FALSE
"ENSG00000227016","ENSG00000227016","LINC02796","lncRNA","long intergenic non-protein coding RNA 2796 [Source:HGNC Symbol;Acc:HGNC:27918]",TRUE,FALSE
"ENSG00000233664","ENSG00000233664","NDUFS5P3","processed_pseudogene","NADH:ubiquinone oxidoreductase subunit S5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44041]",TRUE,FALSE
"ENSG00000158966","ENSG00000158966","CACHD1","protein_coding","cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314]",TRUE,TRUE
"ENSG00000213703","ENSG00000213703","RPL13AP9","processed_pseudogene","ribosomal protein L13a pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36341]",TRUE,FALSE
"ENSG00000203965","ENSG00000203965","EFCAB7","protein_coding","EF-hand calcium binding domain 7 [Source:HGNC Symbol;Acc:HGNC:29379]",TRUE,TRUE
"ENSG00000223479","ENSG00000223479","LINC02238","lncRNA","long intergenic non-protein coding RNA 2238 [Source:HGNC Symbol;Acc:HGNC:53116]",TRUE,FALSE
"ENSG00000233674","ENSG00000233674","","processed_pseudogene","SMT3 suppressor of mif two 3 (yeast) family pseudogene",FALSE,FALSE
"ENSG00000153898","ENSG00000153898","MCOLN2","protein_coding","mucolipin TRP cation channel 2 [Source:HGNC Symbol;Acc:HGNC:13357]",TRUE,TRUE
"ENSG00000117069","ENSG00000117069","ST6GALNAC5","protein_coding","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]",TRUE,TRUE
"ENSG00000125703","ENSG00000125703","ATG4C","protein_coding","autophagy related 4C cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16040]",TRUE,TRUE
"ENSG00000285041","ENSG00000285041","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000285808","ENSG00000285808",NA,NA,NA,FALSE,FALSE
"ENSG00000229440","ENSG00000229440","","processed_pseudogene","pseudogene similar to part of BET1 homolog (S. cerevisiae) (BET1)",FALSE,FALSE
"ENSG00000234144","ENSG00000234144","COX6CP13","processed_pseudogene","cytochrome c oxidase subunit 6C pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:49365]",TRUE,FALSE
"ENSG00000277670","ENSG00000277670","","unprocessed_pseudogene","succinate-CoA ligase, ADP-forming, beta subunit (SUCLA2) pseudogene",FALSE,FALSE
"ENSG00000227466","ENSG00000227466","PDE4B-AS1","lncRNA","PDE4B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40437]",TRUE,FALSE
"ENSG00000230498","ENSG00000230498","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000285782","ENSG00000285782",NA,NA,NA,FALSE,FALSE
"ENSG00000162618","ENSG00000162618","ADGRL4","protein_coding","adhesion G protein-coupled receptor L4 [Source:HGNC Symbol;Acc:HGNC:20822]",TRUE,TRUE
"ENSG00000224493","ENSG00000224493","","processed_pseudogene","pseudogene similar to part of nucleostemin (NS)",FALSE,FALSE
"ENSG00000131233","ENSG00000131233","GJA9","protein_coding","gap junction protein alpha 9 [Source:HGNC Symbol;Acc:HGNC:19155]",TRUE,TRUE
"ENSG00000272371","ENSG00000272371","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000287647","ENSG00000287647","","lncRNA","novel transcript, antisense to AK5",FALSE,FALSE
"ENSG00000229225","ENSG00000229225","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000225598","ENSG00000225598","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000286455","ENSG00000286455","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000225087","ENSG00000225087","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000230053","ENSG00000230053","","processed_pseudogene","chromosome 11 open reading frame 23 (C11orf23) pseudogene",FALSE,FALSE
"ENSG00000137941","ENSG00000137941","TTLL7","protein_coding","tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]",TRUE,TRUE
"ENSG00000224326","ENSG00000224326","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000286548","ENSG00000286548","","lncRNA","novel transcript, antisense to LRRC8B",FALSE,FALSE
"ENSG00000066135","ENSG00000066135","KDM4A","protein_coding","lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]",TRUE,TRUE
"ENSG00000272094","ENSG00000272094","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000228853","ENSG00000228853","NEGR1-IT1","lncRNA","NEGR1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41432]",TRUE,FALSE
"ENSG00000232453","ENSG00000232453","LINC02777","lncRNA","long intergenic non-protein coding RNA 2777 [Source:HGNC Symbol;Acc:HGNC:54297]",TRUE,FALSE
"ENSG00000284895","ENSG00000284895","","protein_coding","novel protein",FALSE,TRUE
"ENSG00000117174","ENSG00000117174","ZNHIT6","protein_coding","zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089]",TRUE,TRUE
"ENSG00000237413","ENSG00000237413","","lncRNA","uncharacterized MGC27382 [Source:NCBI gene (formerly Entrezgene);Acc:149047]",FALSE,FALSE
"ENSG00000184313","ENSG00000184313","MROH7","protein_coding","maestro heat like repeat family member 7 [Source:HGNC Symbol;Acc:HGNC:24802]",TRUE,TRUE
"ENSG00000284645","ENSG00000284645","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000225446","ENSG00000225446","LINC01763","lncRNA","long intergenic non-protein coding RNA 1763 [Source:HGNC Symbol;Acc:HGNC:52554]",TRUE,FALSE
"ENSG00000288543","ENSG00000288543","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000122420","ENSG00000122420","PTGFR","protein_coding","prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600]",TRUE,TRUE
"ENSG00000284240","ENSG00000284240","LINC02801","lncRNA","long intergenic non-protein coding RNA 2801 [Source:HGNC Symbol;Acc:HGNC:54325]",TRUE,FALSE
"ENSG00000236290","ENSG00000236290","EEF1GP7","transcribed_processed_pseudogene","eukaryotic translation elongation factor 1 gamma pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44562]",TRUE,FALSE
"ENSG00000143013","ENSG00000143013","LMO4","protein_coding","LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]",TRUE,TRUE
"ENSG00000226084","ENSG00000226084","RPL17P6","processed_pseudogene","ribosomal protein L17 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36520]",TRUE,FALSE
"ENSG00000134748","ENSG00000134748","PRPF38A","protein_coding","pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]",TRUE,TRUE
"ENSG00000142892","ENSG00000142892","PIGK","protein_coding","phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]",TRUE,TRUE
"ENSG00000287743","ENSG00000287743","","lncRNA","novel transcript, antisense to RIMS3",FALSE,FALSE
"ENSG00000229332","ENSG00000229332","PGBD4P8","processed_pseudogene","piggyBac transposable element derived 4 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:44075]",TRUE,FALSE
"ENSG00000227937","ENSG00000227937","MTND2P30","processed_pseudogene","MT-ND2 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:42131]",TRUE,FALSE
"ENSG00000229752","ENSG00000229752","RPL7P10","processed_pseudogene","ribosomal protein L7 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:36599]",TRUE,FALSE
"ENSG00000237505","ENSG00000237505","PKN2-AS1","lncRNA","PKN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50597]",TRUE,FALSE
"ENSG00000285462","ENSG00000285462","LINC02792","lncRNA","long intergenic non-protein coding RNA 2792 [Source:HGNC Symbol;Acc:HGNC:54316]",TRUE,FALSE
"ENSG00000233216","ENSG00000233216","","processed_pseudogene","novel pseudogene",FALSE,FALSE
"ENSG00000197273","ENSG00000197273","GUCA2A","protein_coding","guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]",TRUE,TRUE
"ENSG00000226804","ENSG00000226804","","processed_pseudogene","zinc finger protein 146 (ZNF146) pseudogene",FALSE,FALSE
"ENSG00000230728","ENSG00000230728","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000232846","ENSG00000232846","SLC25A6P3","processed_pseudogene","solute carrier family 25 member 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43852]",TRUE,FALSE
"ENSG00000230787","ENSG00000230787","PSAT1P3","processed_pseudogene","phosphoserine aminotransferase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43989]",TRUE,FALSE
"ENSG00000116641","ENSG00000116641","DOCK7","protein_coding","dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]",TRUE,TRUE
"ENSG00000237453","ENSG00000237453","","lncRNA","novel transcript, antisense to TTC22",FALSE,FALSE
"ENSG00000172260","ENSG00000172260","NEGR1","protein_coding","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]",TRUE,TRUE
"ENSG00000285473","ENSG00000285473","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000237959","ENSG00000237959","RPL36AP10","processed_pseudogene","ribosomal protein L36a pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:36175]",TRUE,FALSE
"ENSG00000231364","ENSG00000231364","LINC01712","lncRNA","long intergenic non-protein coding RNA 1712 [Source:HGNC Symbol;Acc:HGNC:52499]",TRUE,FALSE
"ENSG00000234578","ENSG00000234578","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000137944","ENSG00000137944","KYAT3","protein_coding","kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238]",TRUE,TRUE
"ENSG00000229505","ENSG00000229505","","processed_pseudogene","novel pseudogene",FALSE,FALSE
"ENSG00000228187","ENSG00000228187","","processed_pseudogene","novel pseudogene",FALSE,FALSE
"ENSG00000182183","ENSG00000182183","SHISAL2A","protein_coding","shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757]",TRUE,TRUE
"ENSG00000236407","ENSG00000236407","HMGB1P18","processed_pseudogene","high mobility group box 1 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:39100]",TRUE,FALSE
"ENSG00000271949","ENSG00000271949","","protein_coding","novel transcript, LRRC8C-LRRC8D readthrough",FALSE,TRUE
"ENSG00000227062","ENSG00000227062","","processed_pseudogene","ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1) pseudogene",FALSE,FALSE
"ENSG00000067334","ENSG00000067334","DNTTIP2","protein_coding","deoxynucleotidyltransferase terminal interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24013]",TRUE,TRUE
"ENSG00000235011","ENSG00000235011","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000226938","ENSG00000226938","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000213559","ENSG00000213559","HNRNPA1P64","processed_pseudogene","heterogeneous nuclear ribonucleoprotein A1 pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:48794]",TRUE,FALSE
"ENSG00000287587","ENSG00000287587","","lncRNA","novel transcript",FALSE,FALSE
